"","fog","NUM_CRIMES"
"50",0,0.485470085470085
"55",0,0.198290598290598
"59",0,0.454700854700855
"72",0,0.446153846153846
"75",0,0.425641025641026
"76",0,0.452991452991453
"77",0,0.570940170940171
"86",0,0.164102564102564
"96",0,0.415384615384615
"99",0,0.396581196581197
"102",1,0.323076923076923
"104",0,0.326495726495727
"109",0,0.176068376068376
"117",0,0.27008547008547
"118",0,0.176068376068376
"127",0,0.485470085470085
"137",1,0.32991452991453
"141",0,0.32991452991453
"148",0,0.478632478632479
"159",0,0.295726495726496
"167",0,0.268376068376068
"190",0,0.282051282051282
"204",0,0.413675213675214
"206",0,0.314529914529915
"224",0,0.241025641025641
"234",0,0.403418803418803
"248",0,0.439316239316239
"253",0,0.100854700854701
"261",0,0.394871794871795
"283",0,0.31965811965812
"378",0,0
"383",0,0.347008547008547
"399",0,0.0888888888888889
"408",0,0.482051282051282
"424",0,0.188034188034188
"425",0,0.222222222222222
"434",0,0.355555555555556
"450",0,0.186324786324786
"456",0,0.406837606837607
"473",0,0.184615384615385
"476",0,0.393162393162393
"477",0,0.217094017094017
"479",0,0.0290598290598291
"486",0,0.299145299145299
"489",0,0.218803418803419
"508",0,0.345299145299145
"527",0,0.456410256410256
"539",0,0.391452991452991
"550",0,0.0888888888888889
"551",0,0.111111111111111
"556",0,0.558974358974359
"591",0,0.364102564102564
"609",0,0.714529914529915
"615",0,0.439316239316239
"637",0,0.381196581196581
"646",1,0.0803418803418803
"708",0,0.473504273504273
"709",0,0.47008547008547
"710",0,0.331623931623932
"711",0,0.724786324786325
"713",0,0.488888888888889
"714",0,0.523076923076923
"716",0,0.451282051282051
"737",0,0.452991452991453
"738",0,0.685470085470085
"749",0,0.420512820512821
"750",0,0.492307692307692
"753",0,0.475213675213675
"771",0,0.567521367521368
"776",0,0.288888888888889
"780",0,0.630769230769231
"816",0,0.44957264957265
"821",0,0.500854700854701
"824",0,0.687179487179487
"833",0,0.261538461538462
"839",0,0.770940170940171
"855",0,0.357264957264957
"864",0,0.328205128205128
"895",0,0.483760683760684
"896",0,0.478632478632479
"909",0,0.724786324786325
"913",0,0.11965811965812
"921",0,0.211965811965812
"937",0,0.41025641025641
"946",0,0.523076923076923
"949",0,0.44957264957265
"958",0,0.222222222222222
"1036",0,0.333333333333333
"1038",1,0.541880341880342
"1042",0,0.651282051282051
"1053",0,0.504273504273504
"1064",0,0.475213675213675
"1078",0,0.642735042735043
"1079",0,0.72991452991453
"1094",0,0.557264957264957
"1132",0,0.572649572649573
"1133",0,0.408547008547009
"1139",0,0.641025641025641
"1186",0,0.774358974358974
"1188",0,0.54017094017094
"1197",0,0.57948717948718
"1240",0,0.411965811965812
"1241",0,0.388034188034188
"1247",0,0.444444444444444
"1258",0,0.430769230769231
"1259",0,0.641025641025641
"1260",0,0.502564102564103
"1267",0,0.569230769230769
"1269",0,0.211965811965812
"1273",0,0.786324786324786
"1279",0,0.605128205128205
"1284",0,0.502564102564103
"1285",0,0.463247863247863
"1286",0,0.52991452991453
"1300",0,0.632478632478632
"1311",0,0.553846153846154
"1314",0,0.646153846153846
"1378",0,0.782905982905983
"1383",0,0.695726495726496
"1401",0,0.494017094017094
"1410",1,0.791452991452991
"1415",0,0.516239316239316
"1419",0,0.581196581196581
"1442",0,0.504273504273504
"1461",0,0.535042735042735
"1477",0,0.535042735042735
"1499",1,0.552136752136752
"1504",1,0.393162393162393
"1513",0,0.635897435897436
"1515",0,0.547008547008547
"1527",0,0.723076923076923
"1542",0,0.658119658119658
"1547",0,0.601709401709402
"1548",0,0.726495726495726
"1560",0,0.647863247863248
"1563",0,0.700854700854701
"1585",0,0.890598290598291
"1591",0,0.748717948717949
"1598",0,0.690598290598291
"1604",0,0.661538461538462
"1608",0,0.54017094017094
"1613",0,0.471794871794872
"1630",0,0.84957264957265
"1634",0,0.683760683760684
"1643",0,0.618803418803419
"1649",0,0.452991452991453
"1651",0,0.505982905982906
"1661",0,0.67008547008547
"1701",0,0.676923076923077
"1707",0,0.786324786324786
"1708",0,0.647863247863248
"1720",0,0.776068376068376
"1724",0,0.627350427350427
"1779",0,0.651282051282051
"1787",0,0.692307692307692
"1792",0,0.685470085470085
"1793",0,0.728205128205128
"1794",0,0.892307692307692
"1801",0,0.846153846153846
"1805",0,0.758974358974359
"1816",0,0.765811965811966
"1828",0,0.642735042735043
"1836",0,0.707692307692308
"1858",0,0.714529914529915
"1867",0,0.603418803418803
"1872",0,0.776068376068376
"1882",0,0.642735042735043
"1887",0,0.758974358974359
"1901",0,0.897435897435897
"1902",0,0.786324786324786
"1911",0,0.733333333333333
"1918",0,0.776068376068376
"1927",0,0.671794871794872
"1930",0,0.593162393162393
"1960",0,0.969230769230769
"1981",0,0.65982905982906
"1988",1,0.528205128205128
"1990",1,0.765811965811966
"2026",0,0.723076923076923
"2031",0,0.842735042735043
"2040",0,0.676923076923077
"2048",0,0.717948717948718
"2059",0,0.817094017094017
"2068",0,0.769230769230769
"2076",0,0.72991452991453
"2097",0,0.717948717948718
"2100",0,0.642735042735043
"2112",0,0.916239316239316
"2115",0,0.745299145299145
"2122",0,0.564102564102564
"2126",0,0.711111111111111
"2133",0,0.646153846153846
"2141",0,0.664957264957265
"2155",0,0.712820512820513
"2164",0,0.65982905982906
"2170",1,0.699145299145299
"2175",0,0.611965811965812
"2189",0,0.753846153846154
"2229",0,0.705982905982906
"2231",0,0.794871794871795
"2235",0,0.741880341880342
"2249",0,0.68034188034188
"2279",1,0.594871794871795
"2294",0,0.625641025641026
"2310",0,0.747008547008547
"2320",0,0.658119658119658
"2328",0,0.811965811965812
"2330",0,0.818803418803419
"2335",0,0.747008547008547
"2372",0,0.512820512820513
"2374",0,0.629059829059829
"2387",0,1
"2391",0,0.651282051282051
"2398",0,0.683760683760684
"2403",0,0.67008547008547
"2413",0,0.652991452991453
"2428",0,0.716239316239316
"2433",0,0.647863247863248
"2434",0,0.678632478632479
"2449",0,0.842735042735043
"2464",0,0.882051282051282
"2469",0,0.776068376068376
"2483",0,0.842735042735043
"2496",0,0.622222222222222
"2502",0,0.748717948717949
"2506",0,0.605128205128205
"2524",0,0.726495726495726
"2558",0,0.815384615384615
"2565",0,0.61025641025641
"2569",0,0.463247863247863
"2585",0,0.630769230769231
"2593",0,0.678632478632479
"2596",0,0.576068376068376
"2605",0,0.471794871794872
"2614",0,0.735042735042735
"2634",0,0.647863247863248
"2640",0,0.588034188034188
"2653",0,0.545299145299145
"2661",0,0.808547008547009
"2667",0,0.658119658119658
"2708",0,0.505982905982906
"2722",1,0.75042735042735
"2724",0,0.702564102564103
"2727",1,0.538461538461538
"2728",0,0.617094017094017
"2742",0,0.909401709401709
"2745",0,0.564102564102564
"2751",0,0.485470085470085
"2775",0,0.642735042735043
"2776",0,0.574358974358974
"2792",0,0.439316239316239
"2794",0,0.533333333333333
"2797",0,0.588034188034188
"2811",0,0.815384615384615
"2820",0,0.52991452991453
"2833",0,0.747008547008547
"2861",0,0.543589743589744
"2872",0,0.557264957264957
"2892",0,0.494017094017094
"2895",0,0.504273504273504
"2903",0,0.687179487179487
"2919",0,0.555555555555556
"2920",0,0.452991452991453
"2929",0,0.494017094017094
"2938",0,0.570940170940171
"2949",0,0.723076923076923
"2980",0,0.57948717948718
"2990",0,0.482051282051282
"2995",0,0.630769230769231
"2999",0,0.48034188034188
"3044",0,0.535042735042735
"3045",0,0.468376068376068
"3050",0,0.541880341880342
"3054",0,0.61025641025641
"3062",0,0.705982905982906
"3065",0,0.543589743589744
"3072",0,0.61025641025641
"3075",0,0.637606837606838
"3085",0,0.598290598290598
"3097",0,0.671794871794872
"3102",0,0.490598290598291
"3106",0,0.664957264957265
"3115",0,0.415384615384615
"3120",0,0.687179487179487
"3137",0,0.299145299145299
"3160",0,0.618803418803419
"3173",0,0.41025641025641
"3187",0,0.454700854700855
"3192",0,0.654700854700855
"3198",0,0.504273504273504
"3217",0,0.517948717948718
"3229",0,0.697435897435897
"3230",0,0.717948717948718
"3232",0,0.452991452991453
"3236",0,0.553846153846154
"3315",0,0.630769230769231
"3324",0,0.386324786324786
"3325",0,0.514529914529914
"3327",0,0.528205128205128
"3340",0,0.634188034188034
"3342",0,0.401709401709402
"3469",0,0.941880341880342
"3474",0,0.55042735042735
"3480",0,0.430769230769231
"3488",0,0.548717948717949
"3491",0,0.370940170940171
"3515",0,0.476923076923077
"3520",0,0.694017094017094
"3522",0,0.524786324786325
"3528",0,0.418803418803419
"3530",0,0.52991452991453
"3535",0,0.0991452991452991
"3538",0,0.58974358974359
"3545",0,0.384615384615385
"3547",0,0.394871794871795
"3552",0,0.341880341880342
"3558",0,0.48034188034188
"3569",0,0.601709401709402
"3584",0,0.372649572649573
"3591",0,0.295726495726496
"3593",0,0.452991452991453
"3594",0,0.441025641025641
"3607",1,0.362393162393162
"3630",0,0.492307692307692
"3632",0,0.441025641025641
"3635",0,0.48034188034188
"3636",0,0.473504273504273
"3640",0,0.411965811965812
"3665",0,0.411965811965812
"3670",0,0.355555555555556
"3674",0,0.408547008547009
"3724",0,0.552136752136752
"3727",0,0.278632478632479
"3743",0,0.683760683760684
"3765",0,0.45982905982906
"3799",0,0.391452991452991
"3807",0,0.593162393162393
"3810",0,0.381196581196581
"3824",1,0.485470085470085
"3836",0,0.388034188034188
"3837",0,0.102564102564103
"3840",0,0.312820512820513
"3845",1,0.305982905982906
"3851",0,0.355555555555556
"3855",0,0.302564102564103
"3859",1,0.418803418803419
"3860",0,0.138461538461538
"3880",0,0.239316239316239
"3883",0,0.558974358974359
"3886",0,0.34017094017094
"3894",0,0.379487179487179
"3896",0,0.507692307692308
"3901",0,0.461538461538462
"3908",0,0.309401709401709
"3909",0,0.490598290598291
"3925",0,0.482051282051282
"3930",0,0.360683760683761
"3948",0,0.439316239316239
"3971",0,0.394871794871795
"3990",0,0.227350427350427
"4002",0,0.482051282051282
"44",0,0.29635761589404
"48",0,0.44205298013245
"53",0,0.503311258278146
"65",0,0.564569536423841
"70",1,0.105960264900662
"110",0,0.413907284768212
"111",0,0.264900662251656
"120",0,0.485099337748344
"140",0,0.339403973509934
"147",0,0.516556291390728
"160",0,0.25
"173",1,0.205298013245033
"176",0,0.100993377483444
"178",0,0.567880794701987
"183",1,0.158940397350993
"187",0,0.281456953642384
"199",0,0.400662251655629
"200",0,0.309602649006623
"214",0,0.460264900662252
"216",0,0.294701986754967
"228",0,0.210264900662252
"229",0,0.408940397350993
"255",0,0.216887417218543
"276",0,0.433774834437086
"277",0,0.317880794701987
"290",0,0.458609271523179
"301",0,0.309602649006623
"311",0,0.134105960264901
"312",0,0.369205298013245
"333",1,0.352649006622517
"379",0,0.43046357615894
"400",0,0.697019867549669
"404",0,0.450331125827815
"420",0,0.456953642384106
"422",0,0.271523178807947
"437",0,0.344370860927152
"440",0,0.20364238410596
"444",0,0.314569536423841
"454",0,0.235099337748344
"459",0,0.508278145695364
"462",0,0.157284768211921
"466",0,0.18046357615894
"475",0,0.324503311258278
"478",0,0.160596026490066
"492",0,0.375827814569536
"501",0,0.604304635761589
"502",0,0.412251655629139
"514",0,0.23841059602649
"526",0,0.456953642384106
"536",0,0.254966887417219
"581",0,0.283112582781457
"595",0,0.379139072847682
"604",0,0.326158940397351
"616",0,0.392384105960265
"619",1,0.269867549668874
"620",0,0.175496688741722
"621",0,0.150662251655629
"625",0,0.254966887417219
"642",0,0.420529801324503
"689",0,0.587748344370861
"726",0,0.493377483443709
"728",1,0.470198675496689
"731",0,0.506622516556291
"754",0,0.556291390728477
"760",0,0.236754966887417
"762",0,0.753311258278146
"765",0,0.592715231788079
"772",0,0.437086092715232
"773",0,0.529801324503311
"775",0,0.225165562913907
"777",0,0.592715231788079
"788",0,0.425496688741722
"808",0,0.743377483443709
"813",0,0.627483443708609
"817",0,0.541390728476821
"820",0,0.304635761589404
"856",0,0.51158940397351
"888",0,0.55794701986755
"918",0,0.43046357615894
"931",0,0.408940397350993
"932",0,0.614238410596026
"945",0,0.347682119205298
"954",0,0.480132450331126
"956",0,0.447019867549669
"960",0,0.481788079470199
"966",0,0.498344370860927
"983",0,0.263245033112583
"987",0,0.698675496688742
"988",0,0.544701986754967
"989",0,0.524834437086093
"1044",0,0.410596026490066
"1050",0,0.586092715231788
"1056",0,0.455298013245033
"1059",0,0.495033112582781
"1092",0,0.5
"1098",0,0.625827814569536
"1100",0,0.562913907284768
"1104",0,0.342715231788079
"1109",0,0.566225165562914
"1113",0,0.466887417218543
"1149",0,0.435430463576159
"1150",0,0.559602649006622
"1152",0,0.548013245033113
"1156",0,0.53476821192053
"1173",0,0.427152317880795
"1181",0,0.369205298013245
"1191",0,0.526490066225166
"1202",0,0.301324503311258
"1207",0,0.503311258278146
"1220",0,0.519867549668874
"1226",0,0.329470198675497
"1243",0,0.43046357615894
"1244",0,0.425496688741722
"1250",0,0.336092715231788
"1255",0,0.589403973509934
"1256",0,0.422185430463576
"1257",0,0.403973509933775
"1282",0,0.490066225165563
"1306",0,0.491721854304636
"1320",0,0.513245033112583
"1398",0,0.582781456953642
"1407",0,0.746688741721854
"1413",0,0.551324503311258
"1416",0,0.591059602649007
"1421",0,0.544701986754967
"1422",0,0.735099337748344
"1432",0,0.369205298013245
"1434",0,0.544701986754967
"1436",0,0.513245033112583
"1438",0,0.589403973509934
"1439",0,0.48841059602649
"1443",0,0.634105960264901
"1454",0,0.624172185430464
"1466",0,0.506622516556291
"1467",0,0.678807947019868
"1479",0,0.602649006622517
"1495",0,0.764900662251656
"1502",0,0.514900662251656
"1505",1,0.66887417218543
"1511",0,0.327814569536424
"1524",0,0.695364238410596
"1543",0,0.480132450331126
"1550",0,0.344370860927152
"1575",0,0.596026490066225
"1578",0,0.622516556291391
"1596",0,0.539735099337748
"1599",0,0.554635761589404
"1609",0,0.677152317880795
"1614",0,0.783112582781457
"1618",0,0.438741721854305
"1637",0,0.665562913907285
"1716",0,0.764900662251656
"1719",0,0.826158940397351
"1729",0,0.816225165562914
"1734",0,0.667218543046358
"1742",0,0.753311258278146
"1746",0,0.612582781456954
"1747",0,0.592715231788079
"1749",0,0.839403973509934
"1782",0,0.754966887417219
"1802",0,0.556291390728477
"1822",0,0.774834437086093
"1826",0,0.640728476821192
"1835",0,0.594370860927152
"1838",0,0.544701986754967
"1840",0,0.612582781456954
"1862",0,0.645695364238411
"1888",0,0.710264900662252
"1894",0,0.73841059602649
"1896",0,1
"1909",0,0.701986754966887
"1913",0,0.705298013245033
"1924",0,0.720198675496689
"1935",0,0.789735099337748
"1939",0,0.634105960264901
"1944",0,0.53476821192053
"1945",0,0.526490066225166
"1948",0,0.56953642384106
"1950",0,0.730132450331126
"1964",0,0.538079470198676
"1989",0,0.740066225165563
"2034",0,0.735099337748344
"2035",0,0.602649006622517
"2073",0,0.672185430463576
"2089",0,0.834437086092715
"2101",0,0.655629139072848
"2102",0,0.720198675496689
"2114",0,0.625827814569536
"2149",0,0.589403973509934
"2157",0,0.716887417218543
"2172",0,0.701986754966887
"2177",0,0.72682119205298
"2179",0,0.700331125827815
"2185",0,0.731788079470199
"2192",0,0.634105960264901
"2194",0,0.677152317880795
"2195",0,0.693708609271523
"2198",0,0.735099337748344
"2200",0,0.607615894039735
"2207",0,0.716887417218543
"2226",0,0.644039735099338
"2236",0,0.746688741721854
"2238",0,0.766556291390728
"2244",0,0.607615894039735
"2266",0,0.781456953642384
"2268",0,0.693708609271523
"2286",0,0.587748344370861
"2314",0,0.647350993377483
"2321",0,0.516556291390728
"2331",0,0.943708609271523
"2332",0,0.496688741721854
"2334",0,0.572847682119205
"2371",0,0.408940397350993
"2378",0,0.496688741721854
"2382",0,0.536423841059603
"2384",0,0.567880794701987
"2392",0,0.562913907284768
"2411",0,0.528145695364238
"2418",0,0.450331125827815
"2425",0,0.806291390728477
"2430",0,0.445364238410596
"2431",0,0.678807947019868
"2432",0,0.552980132450331
"2443",0,0.564569536423841
"2460",0,0.658940397350993
"2465",0,0.68046357615894
"2481",0,0.728476821192053
"2482",0,0.584437086092715
"2497",0,0.549668874172185
"2512",0,0.617549668874172
"2513",0,0.509933774834437
"2547",0,0.52317880794702
"2548",0,0.604304635761589
"2550",0,0.564569536423841
"2561",0,0.731788079470199
"2562",0,0.521523178807947
"2567",0,0.652317880794702
"2571",0,0.76158940397351
"2591",0,0.470198675496689
"2618",0,0.548013245033113
"2665",0,0.485099337748344
"2668",0,0.46523178807947
"2675",1,0.627483443708609
"2717",0,0.649006622516556
"2734",0,0.341059602649007
"2746",0,0.625827814569536
"2749",0,0.485099337748344
"2753",0,0.657284768211921
"2785",0,0.456953642384106
"2798",0,0.43046357615894
"2802",0,0.445364238410596
"2814",0,0.498344370860927
"2817",0,0.518211920529801
"2829",0,0.622516556291391
"2842",0,0.360927152317881
"2863",0,0.45364238410596
"2867",0,0.521523178807947
"2871",0,0.410596026490066
"2875",0,0.478476821192053
"2879",0,0.577814569536424
"2883",0,0.408940397350993
"2891",0,0.561258278145695
"2916",0,0.599337748344371
"2922",0,0.410596026490066
"2927",0,0.93046357615894
"2935",0,0.483443708609272
"2944",0,0.602649006622517
"2947",0,0.349337748344371
"2976",0,0.463576158940397
"2986",0,0.495033112582781
"2997",0,0.485099337748344
"3002",0,0.413907284768212
"3006",0,0.397350993377483
"3063",0,0.506622516556291
"3088",0,0.716887417218543
"3091",0,0.564569536423841
"3114",0,0.360927152317881
"3116",0,0.495033112582781
"3123",0,0.486754966887417
"3140",0,0.450331125827815
"3143",0,0.246688741721854
"3153",0,0.397350993377483
"3171",0,0.658940397350993
"3178",0,0.30794701986755
"3189",0,0.533112582781457
"3196",0,0.420529801324503
"3222",0,0.463576158940397
"3227",0,0.473509933774834
"3240",0,0.548013245033113
"3241",0,0.567880794701987
"3255",0,0.41887417218543
"3260",0,0.554635761589404
"3271",0,0.350993377483444
"3273",0,0.526490066225166
"3280",0,0.341059602649007
"3288",0,0.405629139072848
"3296",0,0.448675496688742
"3297",0,0.566225165562914
"3300",0,0.564569536423841
"3308",0,0.380794701986755
"3311",0,0.395695364238411
"3328",0,0.428807947019868
"3333",0,0.417218543046358
"3343",0,0.458609271523179
"3389",0,0.529801324503311
"3392",0,0.503311258278146
"3394",0,0.539735099337748
"3395",0,0.420529801324503
"3398",0,0.377483443708609
"3399",0,0.420529801324503
"3410",0,0.407284768211921
"3414",0,0.392384105960265
"3415",0,0.374172185430464
"3418",0,0.27317880794702
"3420",0,0.311258278145695
"3423",0,0.629139072847682
"3431",0,0.490066225165563
"3433",0,0.294701986754967
"3435",1,0.448675496688742
"3447",0,0.612582781456954
"3453",0,0.182119205298013
"3456",0,0.384105960264901
"3457",0,0.751655629139073
"3482",0,0.447019867549669
"3484",0,0.317880794701987
"3486",0,0.514900662251656
"3490",0,0.299668874172185
"3524",0,0.589403973509934
"3570",0,0.359271523178808
"3578",0,0.339403973509934
"3595",0,0.0645695364238411
"3617",0,0.288079470198675
"3648",0,0.274834437086093
"3672",0,0.435430463576159
"3734",0,0.387417218543046
"3742",0,0.422185430463576
"3757",0,0.236754966887417
"3769",0,0.344370860927152
"3776",0,0.460264900662252
"3779",0,0.183774834437086
"3803",0,0.145695364238411
"3805",0,0.552980132450331
"3815",0,0.725165562913907
"3830",0,0.397350993377483
"3834",0,0.485099337748344
"3835",0,0.279801324503311
"3848",0,0.259933774834437
"3856",0,0.231788079470199
"3866",0,0.197019867549669
"3889",0,0.380794701986755
"3898",0,0.339403973509934
"3900",0,0.104304635761589
"3922",0,0.306291390728477
"3926",0,0.311258278145695
"3931",0,0.423841059602649
"3932",0,0.392384105960265
"3937",0,0.365894039735099
"3943",0,0.384105960264901
"3945",0,0.142384105960265
"3957",1,0.516556291390728
"3997",0,0.342715231788079
"3999",0,0
"4001",0,0.490066225165563
"4011",0,0.26158940397351
"41",0,0.462890625
"90",0,0.37890625
"103",0,0.294921875
"106",0,0.28515625
"108",0,0.4296875
"114",0,0.3359375
"130",0,0.205078125
"152",0,0.173828125
"154",0,0.478515625
"156",0,0.478515625
"186",0,0.310546875
"212",0,0.275390625
"220",0,0.587890625
"233",0,0.359375
"241",0,0.376953125
"244",0,0.18359375
"250",0,0.4921875
"258",0,0.591796875
"260",0,0.51171875
"262",0,0.548828125
"270",0,0.119140625
"284",0,0.419921875
"286",0,0.443359375
"295",1,0.58984375
"298",0,0.29296875
"306",0,0.546875
"314",0,0.505859375
"325",0,0.6328125
"329",0,0.1640625
"339",0,0.197265625
"392",0,0.142578125
"402",0,0.43359375
"403",0,0.298828125
"407",1,0.291015625
"414",0,0.171875
"431",1,0.244140625
"438",0,0.5
"451",0,0.169921875
"468",0,0.384765625
"480",0,0.43359375
"495",0,0.181640625
"506",0,0.26171875
"519",0,0.361328125
"533",0,0.3203125
"547",0,0.4140625
"574",0,0.298828125
"578",0,0.642578125
"592",0,0.3203125
"593",0,0.55859375
"598",0,0.400390625
"603",0,0.28515625
"607",1,0.310546875
"626",1,0.138671875
"630",0,0.30859375
"631",0,0.353515625
"635",0,0.28515625
"648",0,0.3046875
"691",0,0.5078125
"692",0,0.443359375
"695",0,0.447265625
"702",0,0.5390625
"706",0,0.53515625
"718",0,0.333984375
"723",0,0.52734375
"725",0,0.466796875
"735",0,0.17578125
"741",0,0.22265625
"761",0,0.41015625
"779",0,0.349609375
"781",0,0.302734375
"782",0,0.333984375
"802",0,0.458984375
"804",0,0.31640625
"814",1,0.181640625
"840",0,0.330078125
"846",0,0.435546875
"847",0,0.4296875
"874",0,0.431640625
"876",0,0.234375
"892",0,0.517578125
"912",0,0.46484375
"924",0,0.787109375
"926",0,0.37109375
"930",0,0.361328125
"936",0,0.3203125
"962",0,0.30078125
"968",0,0.361328125
"982",0,0.326171875
"1034",0,0.37109375
"1049",0,0.435546875
"1055",0,0.50390625
"1080",0,0.3125
"1090",0,0.607421875
"1097",0,0.330078125
"1102",0,0.64453125
"1107",0,0.517578125
"1108",0,0.458984375
"1112",0,0.578125
"1124",0,0.431640625
"1145",0,0.587890625
"1155",0,0.69921875
"1158",0,0.591796875
"1185",0,0.53125
"1194",0,0.501953125
"1204",0,0.376953125
"1212",0,0.37890625
"1219",0,0.484375
"1228",0,0.46484375
"1236",0,0.4375
"1251",0,0.62109375
"1253",0,0.408203125
"1268",0,0.390625
"1275",0,0.681640625
"1292",0,0.466796875
"1296",0,0.224609375
"1302",0,0.5703125
"1310",0,0.396484375
"1318",0,0.474609375
"1364",0,0.458984375
"1366",0,0.595703125
"1376",0,0.33984375
"1380",0,0.705078125
"1385",0,0.66796875
"1399",0,0.751953125
"1408",0,0.326171875
"1409",0,0.455078125
"1411",0,0.53515625
"1441",0,0.720703125
"1465",0,0.4765625
"1468",0,0.568359375
"1494",0,0.611328125
"1503",0,0.44921875
"1506",0,0.435546875
"1516",0,0.603515625
"1517",1,0.59765625
"1523",0,0.58984375
"1537",0,0.64453125
"1549",0,0.5859375
"1562",0,0.48046875
"1582",0,0.669921875
"1584",0,0.6484375
"1586",0,0.845703125
"1589",0,0.435546875
"1600",0,0.447265625
"1642",0,0.583984375
"1650",0,0.697265625
"1662",0,0.638671875
"1663",0,0.4609375
"1703",1,0.5546875
"1717",1,0.494140625
"1738",0,0.623046875
"1743",0,0.49609375
"1754",0,0.81640625
"1756",0,0.60546875
"1765",0,0.791015625
"1766",0,0.57421875
"1768",0,0.5859375
"1775",0,0.53515625
"1789",0,0.712890625
"1803",0,0.6953125
"1809",0,0.62109375
"1837",0,0.681640625
"1844",0,0.443359375
"1856",0,0.578125
"1869",0,0.689453125
"1884",0,0.611328125
"1890",0,0.603515625
"1899",0,0.583984375
"1907",0,0.4453125
"1932",0,0.44140625
"1952",0,0.64453125
"1955",0,0.9375
"1963",0,0.556640625
"1965",0,0.5859375
"1974",0,0.63671875
"1977",0,0.59765625
"1993",1,0.529296875
"1994",0,0.431640625
"2032",0,0.61328125
"2036",0,0.466796875
"2037",0,0.552734375
"2041",0,0.560546875
"2057",0,0.669921875
"2075",0,0.560546875
"2087",0,0.548828125
"2092",0,0.669921875
"2107",0,0.591796875
"2128",0,0.751953125
"2135",0,0.66796875
"2144",0,0.537109375
"2152",0,0.583984375
"2153",0,0.5234375
"2162",0,0.634765625
"2163",0,0.498046875
"2181",0,0.640625
"2188",0,0.66796875
"2209",0,0.80859375
